fold,support_seed,selection_rank,first_included_budget,dataset_index,sample_id,class_index,TagID,ER,surface_index,factor_cell,condition_block_id,row_ordinal_within_block,exact_signal_sha256
2,480017,114,200,2620,P4_S2_R0520,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,20,1c8be512ddc94c0a6fc8f52325df352f1eb156a4e1f8e2721677280f2aa9511b
2,480017,115,200,2766,P4_S2_R0666,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,16,0f9562c622c3cd6e16edd0f4909d73d158f03f1610004a6aa982a4c6ce2bed31
2,480017,116,200,2911,P4_S2_R0811,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,11,c0578db40c448ed97c59710701a0a7a317a844f6a977019610dde6a6cf487a2e
2,480017,117,200,3061,P4_S2_R0961,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,11,680c79b080959bfed0344d9e54885e7dcb2cfbcd394f9d6556457ce6320d7b9e
2,480017,118,200,2172,P4_S2_R0072,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,22,bb445aa4a1037a71eacc2342084b06819d57c1bddadc3befb8fb87a27e774a60
2,480017,119,200,2336,P4_S2_R0236,1,2,1,2,E1xS2,block_92a382111db9fde48de1,36,6fbd85ec815b2ff80c5e88c3fcdc17c32ec3e9b5d0fa41504f48d6ee84c74857
2,480017,120,200,1414,P4_S1_R0364,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,14,d4d96dbfe00e91e72846ba05519dd24e1dd9ef7ec301d8e56a5fad29b4ddf931
2,480017,121,200,1589,P4_S1_R0539,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,39,ad0ea640868d0f4319c0a680c7a96316af2d2bfe8626cb3eaf2037a5ba80e1d7
2,480017,122,200,1743,P4_S1_R0693,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,43,deb425f3348b672c848d35a49c875aceb4686a910df212b7629a6658dbcf14ad
2,480017,123,200,1866,P4_S1_R0816,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,16,1ad355d44ab4f89162dde8136f98b4174b847ec12a8b34dda183b4d477df526a
2,480017,124,200,2007,P4_S1_R0957,6,7,1,1,E1xS1,block_2b532eea571966268273,7,1e7ac87c7ce76c7f95cfb3676af7cfb701012d634204db96837271203dd41800
2,480017,125,200,1118,P4_S1_R0068,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,18,58925f72186ec333430e03513aefe8e1f7e60aabc817767e18547a051be633f8
2,480017,126,200,1292,P4_S1_R0242,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,42,2c88af30cf701325faed2e4146c9749a11e29dbb6ac687160e48fb5a762aa6e4
2,480017,127,200,2532,P4_S2_R0432,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,32,ae9e74be52b21e390c879d19aeb63685ca96c884287e1e4ee1234ae8513c88d8
2,480017,128,200,2677,P4_S2_R0577,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,27,640cf63349634bf9ba6ff5b34c1481a084bc458c4787e8587800718726fcf794
2,480017,129,200,2843,P4_S2_R0743,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,43,b83e1f81e17838c31d5fe876dd2e03678d1efe39a9ec98195bb9ce001d4e8408
2,480017,130,200,2983,P4_S2_R0883,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,33,2ca81c75b0c124f8d24dba5b06fc3470d832cd542eccdd302e7a9cb48f08eaf2
2,480017,131,200,3125,P4_S2_R1025,6,7,2,2,E2xS2,block_1c8369316d0c7464ebc6,25,5b98ef7b179f532a4311c14ef3e1c325845c7ca244b9c57acc88dbba4a057a33
2,480017,132,200,2204,P4_S2_R0104,0,1,2,2,E2xS2,block_be20ec8525da703647b7,4,ce10f98999e341ee453f0aab9e4c4bef4188d9ebb1971d7e7cacf28808e95b08
2,480017,133,200,2387,P4_S2_R0287,1,2,2,2,E2xS2,block_a019125989e19a1c3743,37,36243ac2c343c169d7e83e3aa2bf3913a452cf512f0fd645e485c3d56d806477
2,480017,134,200,449,P4_S0_R0449,2,3,2,0,E2xS0,block_a9ba10c5c71cce187f2d,49,776a7806113fc1b6ec67c13c461a21982928415803d033b5000db18aa472217b
2,480017,135,200,580,P4_S0_R0580,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,30,d7389d9aea4db3ce88faa2bcc830e01518a7d881a506869b7eb6707e90039ce3
2,480017,136,200,717,P4_S0_R0717,4,5,2,0,E2xS0,block_fc4af4c92525fc000f31,17,f97cab5d1c346630ac9b6914692504855b4b749bde58f9e08236e05ef2e3d6bc
2,480017,137,200,885,P4_S0_R0885,5,6,2,0,E2xS0,block_dd0ea449f458e46f0ca5,35,1944d91fa58dd22e5f79bd9978ae1fc89bed004981a278b04eb299889b1954d9
2,480017,138,200,1032,P4_S0_R1032,6,7,2,0,E2xS0,block_8dfa1f4b216948ad599a,32,a5ca4182d15d88202c57175148c373a3a18fdeb6ea17e955bf52beae1e838ab5
2,480017,139,200,144,P4_S0_R0144,0,1,2,0,E2xS0,block_ca31f3a2de70f6f36fe7,44,f291fd4787763643da1f6ab07dd4fb61bb167446cbbbb98ed9ebd882d70078a3
2,480017,140,200,282,P4_S0_R0282,1,2,2,0,E2xS0,block_514d45a2b30c2c844b4a,32,a80beaea2b855babcff321cf28b2a1d6765e377f1ffc4218d99d49e378ceb529
2,480017,141,200,340,P4_S0_R0340,2,3,0,0,E0xS0,block_627d07f89a2461369a42,40,c2229268c75972ddc6ed2d6270541f1efa9fd77b29d49cd91a3dce490705b981
2,480017,142,200,468,P4_S0_R0468,3,4,0,0,E0xS0,block_39c80b28048dc59e5b98,18,7b0cac84dc5ae9a18358a6615d5194f18884d537197eb974b3fcf95b3d623201
2,480017,143,200,643,P4_S0_R0643,4,5,0,0,E0xS0,block_ae32ab3187a6e1b38780,43,838b081484945966e1eea14ff4975f8f41e30f7c088648efd2a214ec63f50cbc
2,480017,144,200,763,P4_S0_R0763,5,6,0,0,E0xS0,block_c66cb679a8f3fd0bed20,13,b2bab2bca4ad8ec0d86924e4e99e6d2f732757ee3c6ff0995c9ebb9b04dc737c
2,480017,145,200,924,P4_S0_R0924,6,7,0,0,E0xS0,block_4769f079f941359d9297,24,000b81be3ae56c93ef78ec204bae936536b04e23039df31fef22b07090b96bd1
2,480017,146,200,5,P4_S0_R0005,0,1,0,0,E0xS0,block_0b73d820a92300e7ac13,5,9b4247fffeae0eb15f8445ec70edcf9d909835f7dd9be5bd02b7fae92a964525
2,480017,147,200,158,P4_S0_R0158,1,2,0,0,E0xS0,block_e469b8dc99b1488b0224,8,2f82d01c273165567c673deafdb6ef08b84ebb0994fb32b39e41bc9ca859eb18
2,480017,148,200,1368,P4_S1_R0318,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,18,d2a2dfc4070f008b67faa74062f7a4982481f86f928a5ef31055ac8f19b0bffd
2,480017,149,200,1511,P4_S1_R0461,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,11,e72317bc8dd6dc0d220a219ec101814251fcc85b3ab39caf479aece83da4cdc6
2,480017,150,200,1695,P4_S1_R0645,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,45,a57131df0481b5e0d0b28a802f833d5e3affc474d8ec0d49780c62ba0997cb38
2,480017,151,200,1809,P4_S1_R0759,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,9,1ca4c193ffed7c7d43402aab38f535143a5a12aa0bdd5eca3859484c1a8fda98
2,480017,152,200,1954,P4_S1_R0904,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,4,92f5101932e907d401cf7b76ae3c7a75856af6a77d80061b8c082349b0f18942
2,480017,153,200,1078,P4_S1_R0028,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,28,e0d646cec585aca443b4a0c0f5fd1dc3bb851adec9254a6c552fc8f75bc91aee
2,480017,154,200,1223,P4_S1_R0173,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,23,a6803a9d94c7079c0d6c8233ed9afdd95ec178787bdc9c3ac0dda26692a8a6ab
2,480017,155,200,2492,P4_S2_R0392,2,3,1,2,E1xS2,block_d9a2aa445ea217ac43a8,42,3dc515684505f3e07add95f0b016e7c780367cf23d89868076aa1baff0cbac7f
2,480017,156,200,2631,P4_S2_R0531,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,31,4fd35d5006b51224477665609288f699fed943985f3c530414ce9c56dadb5715
2,480017,157,200,2798,P4_S2_R0698,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,48,7c1705362937c2f53c3fc7b922456715cc13e31908886f398a1fdd02e3e56eb5
2,480017,158,200,2913,P4_S2_R0813,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,13,9b17d55159d51c95439b9004785906d4b30357456f656b169dc992ab42b668f4
2,480017,159,200,3055,P4_S2_R0955,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,5,a5ceee38f15405820314d68b93d0c334c6c999b478bea7c31916c46e82f0e6a0
2,480017,160,200,2185,P4_S2_R0085,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,35,72cbce64a5ffd20b97211c4fb651db35053e188e7f859b000e8d0c48b7ca5160
2,480017,161,200,2317,P4_S2_R0217,1,2,1,2,E1xS2,block_92a382111db9fde48de1,17,f242faae0e4689f05265a26295b2387c2ad56a195df2d3686a4eaebbb6bd8d48
2,480017,162,200,1440,P4_S1_R0390,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,40,150bcada9f0011938d8f80006a95869066ca51ed9a22ad637d208e3b1131cceb
2,480017,163,200,1563,P4_S1_R0513,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,13,96e5cb610c617e4c18ec01451f4d3aa7354e46d3c00da9d7385ecd2a44b1954b
2,480017,164,200,1707,P4_S1_R0657,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,7,748091840e8d719dc989fbd04244fcc763caeba6942922b58666dcb0b8398381
2,480017,165,200,1871,P4_S1_R0821,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,21,4a045856ae17d171807104f27e1e99a3341b678ca7577d5244e4b91eaad3617c
2,480017,166,200,2046,P4_S1_R0996,6,7,1,1,E1xS1,block_2b532eea571966268273,46,43ca545c34ff9048f0d54417d42cea37724ce63b7961cb3f097d712b0468c257
2,480017,167,200,1120,P4_S1_R0070,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,20,783fc3eab2c1915d1e18745021c20e60706de10201e2956552fd12424d4c6fae
2,480017,168,200,1267,P4_S1_R0217,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,17,4e3bec13bdac7e4ad67c167c42e32c655bd2fe2c84f601544fd2d534c81954fd
2,480017,169,200,2510,P4_S2_R0410,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,10,a2c8cd684206bc32aef6ddf55a920868cb8850625c415bcd7b1efa2e346c9d6d
2,480017,170,200,2696,P4_S2_R0596,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,46,671f8d8978c1bc206ecadbf93fd43d61f9c9caf2c167f3e873447e5b86288232
2,480017,171,200,2810,P4_S2_R0710,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,10,2b7d6a1dfa5f610b981079e8767112e8ae9e4824370f11121775ae88bae9fc29
2,480017,172,200,2961,P4_S2_R0861,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,11,88380e0ab3e5a497269c8ac236e67348c629ad1a3fddac25eecf73104811059a
2,480017,173,200,3121,P4_S2_R1021,6,7,2,2,E2xS2,block_1c8369316d0c7464ebc6,21,a9adc8e9d26a293ca99088f7a426d2efe34cb77ce353673f657968ae205bed50
2,480017,174,200,2207,P4_S2_R0107,0,1,2,2,E2xS2,block_be20ec8525da703647b7,7,94df1ee00bacf709f9ec35142ffa22c8b05acf08874fd2c32085e4262a684e00
2,480017,175,200,2357,P4_S2_R0257,1,2,2,2,E2xS2,block_a019125989e19a1c3743,7,b6a42ae4ded4bc71829c2ce90446520dc29a3f66a8c31dba89b832f45bacffd0
2,480017,176,200,421,P4_S0_R0421,2,3,2,0,E2xS0,block_a9ba10c5c71cce187f2d,21,776a7806113fc1b6ec67c13c461a21982928415803d033b5000db18aa472217b
2,480017,177,200,555,P4_S0_R0555,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,5,d7389d9aea4db3ce88faa2bcc830e01518a7d881a506869b7eb6707e90039ce3
2,480017,178,200,705,P4_S0_R0705,4,5,2,0,E2xS0,block_fc4af4c92525fc000f31,5,8b4d3c2093e29fca3d6615c5d5ee1c51ad5db1d6ecc06719464251dce22c4e0d
2,480017,179,200,887,P4_S0_R0887,5,6,2,0,E2xS0,block_dd0ea449f458e46f0ca5,37,5ca8c6a72a94efbb97e38f22b02fe58e5fab7d65453c3fa9c2e66608b91c243e
2,480017,180,200,1015,P4_S0_R1015,6,7,2,0,E2xS0,block_8dfa1f4b216948ad599a,15,2fe3de83d8bdeb4ab7e2d172297655e92fe2aabbb555b45b6e60c93da9d05ac7
2,480017,181,200,103,P4_S0_R0103,0,1,2,0,E2xS0,block_ca31f3a2de70f6f36fe7,3,19c600d3893ce07ccf47cb5a0a19e825c97b4162ca36f6f4331ae9dcf2282538
2,480017,182,200,295,P4_S0_R0295,1,2,2,0,E2xS0,block_514d45a2b30c2c844b4a,45,8b9888dc1e3a7338509546cc43e3d16ebbd7d94ca68e9b820eb6f3ad2659ea98
2,480017,183,200,336,P4_S0_R0336,2,3,0,0,E0xS0,block_627d07f89a2461369a42,36,c2229268c75972ddc6ed2d6270541f1efa9fd77b29d49cd91a3dce490705b981
2,480017,184,200,475,P4_S0_R0475,3,4,0,0,E0xS0,block_39c80b28048dc59e5b98,25,d2214367d21216287dae1b85c5bbf189861c1401759aef9aedd7ad6075435a13
2,480017,185,200,614,P4_S0_R0614,4,5,0,0,E0xS0,block_ae32ab3187a6e1b38780,14,c47df454e54abe5e1f7bb4f921b7de15521f03078fc2e8dcef22721f8c12bfb2
2,480017,186,200,750,P4_S0_R0750,5,6,0,0,E0xS0,block_c66cb679a8f3fd0bed20,0,24fa315467c1c03f3d710227ca7e9086572f52e10d0380793f113831c137e47c
2,480017,187,200,926,P4_S0_R0926,6,7,0,0,E0xS0,block_4769f079f941359d9297,26,bd5ec8ae7f832d3891af1720cc5ce4b63b6ddb18a23c806a59c3726eb83f84a8
2,480017,188,200,44,P4_S0_R0044,0,1,0,0,E0xS0,block_0b73d820a92300e7ac13,44,908f760584622ac782cdd08559bf8879ada7d812a8080fe7553dc6ce31ba71f9
2,480017,189,200,150,P4_S0_R0150,1,2,0,0,E0xS0,block_e469b8dc99b1488b0224,0,1c55f59b99c4f265529348614fa0d5a7c9b863c7378580281c9bb8b13319f1aa
2,480017,190,200,1355,P4_S1_R0305,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,5,6332427b82e8a136ce44ee25d6d6ba6e8c0776585c2c5c0a48e2a3e5bdaa82cb
2,480017,191,200,1509,P4_S1_R0459,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,9,d0c4593af6e38b01310cd83fef6b93724e6dcb7673f4999abb46d2b2b8ffc969
2,480017,192,200,1680,P4_S1_R0630,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,30,186b89ca1cdab4872642dde5fd380d1758e5a69482609ec32b2072e503ca10ee
2,480017,193,200,1846,P4_S1_R0796,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,46,a07630d77cc7d3aa3107169916292f356414f88a410d3892d6c084b1280cf1b8
2,480017,194,200,1952,P4_S1_R0902,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,2,8802d918874e3f97017cf88f3e0f9740341b9ab54c48362b163230276fa77821
2,480017,195,200,1099,P4_S1_R0049,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,49,d6e2cc1d82a28f098aa179b6300625a7b975f073fc87cf9f1e111e5eeba17ba0
2,480017,196,200,1209,P4_S1_R0159,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,9,7c7ab7b0ed6592e4b8bf33a0688c84febfd447b775f97d04b17b8406ff61cef1
2,480017,197,200,2499,P4_S2_R0399,2,3,1,2,E1xS2,block_d9a2aa445ea217ac43a8,49,2ef6543546a4d0313d0998700264d7ce34784a474c1a3b2987924442c59c2188
2,480017,198,200,2608,P4_S2_R0508,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,8,04fc8f6eba77ba6cb85fda70d692f61b832808d5af0c43ab1ce0019e9b80881c
2,480017,199,200,2779,P4_S2_R0679,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,29,2545bc67c9f91b74fe6d83489a16ffb2f64cab1c96cf887b5ec5ddac7f3350fd
2,480017,200,200,2921,P4_S2_R0821,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,21,9172592144290c85e6dc4d13d95556bd09872624bc823dbed945e3c478d408ed
2,480017,201,500,3070,P4_S2_R0970,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,20,b300ab335354b912d30cef4f97ea11245ca5bce8aa06aa4967a191e3372c6967
2,480017,202,500,2195,P4_S2_R0095,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,45,bb445aa4a1037a71eacc2342084b06819d57c1bddadc3befb8fb87a27e774a60
2,480017,203,500,2343,P4_S2_R0243,1,2,1,2,E1xS2,block_92a382111db9fde48de1,43,602bf1eb9f10c4fa6ff831abf3091b0fd2dc8989ed884653ea53cec671d8760e
2,480017,204,500,1438,P4_S1_R0388,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,38,add2bc2da060f846abd79c20b045e73d239da66829afed84f45b72836369062a
2,480017,205,500,1577,P4_S1_R0527,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,27,92c093f0cbf7ee857f9a647e15e02fdd9676f0150dfae61a1c8a93b326d71ee8
2,480017,206,500,1725,P4_S1_R0675,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,25,f8eaa5dca78a180b71ccb2728444d565a4dee4fbb6c6fcd15a0546d75dafec23
2,480017,207,500,1874,P4_S1_R0824,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,24,b3e131290f63550849c15b088e270b4c0db0551ba9240baf4c1a75cba4686aa6
2,480017,208,500,2044,P4_S1_R0994,6,7,1,1,E1xS1,block_2b532eea571966268273,44,a6c18898976d314cdca3922ec7db457e9735ebce8fc38d8c6912912a206a5ced
2,480017,209,500,1125,P4_S1_R0075,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,25,67ce78cdde6bc3ca9a23c44ffacf831eb07815e8ac9e8d12dd510fb0d0341990
2,480017,210,500,1251,P4_S1_R0201,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,1,7ac1a77cc710728824fe3e069c43f95c08dedb96773be3739762b1663dec9e94
2,480017,211,500,2513,P4_S2_R0413,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,13,b805fef58f9e69b806ab39981297c45775646e84ab42b9deb499e1fcacdfea72
2,480017,212,500,2669,P4_S2_R0569,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,19,85922b9ce19fd301f7373c10fc5ff2b7485f05b7857f3cd5641c4a91d21daa20
2,480017,213,500,2802,P4_S2_R0702,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,2,84ad817e210a57b80b4f015bbce6d99e3150341f28952b8d1076a09787e28c42
2,480017,214,500,2981,P4_S2_R0881,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,31,4a4d505f13e9e9c81cd136c650e0b0d6ef73a8d0ed35c8177bcc979073d636b8
2,480017,215,500,3114,P4_S2_R1014,6,7,2,2,E2xS2,block_1c8369316d0c7464ebc6,14,dd1bfc320638f0e18a0e72b65f6adf16bdee31c2e818e0c12812d711dc3ccbe0
2,480017,216,500,2218,P4_S2_R0118,0,1,2,2,E2xS2,block_be20ec8525da703647b7,18,1040a9edcbfd73731ed34ebb07f1065ffc004a0bb62f43817ea0dc0e6d80ef86
2,480017,217,500,2395,P4_S2_R0295,1,2,2,2,E2xS2,block_a019125989e19a1c3743,45,f58ccfcd6686fabaa79351542e27f429f3ac63bb920bf5777437ed3149f3e1ba
2,480017,218,500,413,P4_S0_R0413,2,3,2,0,E2xS0,block_a9ba10c5c71cce187f2d,13,034cbba3aa85edc855c40e7b00842ac842b7c5ab40ea0801b8bda882a7701844
2,480017,219,500,568,P4_S0_R0568,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,18,e4e88a9ff58010e07f7f8588cdc8b34d4266a8930b90c1ab3d05f9e04f2cabd1
2,480017,220,500,728,P4_S0_R0728,4,5,2,0,E2xS0,block_fc4af4c92525fc000f31,28,8b4d3c2093e29fca3d6615c5d5ee1c51ad5db1d6ecc06719464251dce22c4e0d
2,480017,221,500,853,P4_S0_R0853,5,6,2,0,E2xS0,block_dd0ea449f458e46f0ca5,3,51e5e41b933a8d735f9f9865cb1ae8bbbe93ea524df203b998b5b7149f05196f
2,480017,222,500,1021,P4_S0_R1021,6,7,2,0,E2xS0,block_8dfa1f4b216948ad599a,21,abf20c4d9f600c6dfc0c15ea2623120835e31bccd9d690968212e9b65d10b829
2,480017,223,500,123,P4_S0_R0123,0,1,2,0,E2xS0,block_ca31f3a2de70f6f36fe7,23,5a159a29a5b31ed3932e2e1b1fa1d42371df0b5130ef23b00c4cbb398d5dae1f
2,480017,224,500,255,P4_S0_R0255,1,2,2,0,E2xS0,block_514d45a2b30c2c844b4a,5,939f8dd560dd62bafbb1189074654f9bddca3ffb2da664b787ab2f2419e53202
2,480017,225,500,334,P4_S0_R0334,2,3,0,0,E0xS0,block_627d07f89a2461369a42,34,77eb3ec9e9cc1cf197224c060d5407ebec9a7aca85931e18c46966822b212563
2,480017,226,500,456,P4_S0_R0456,3,4,0,0,E0xS0,block_39c80b28048dc59e5b98,6,7096389aecc7dea9b599d19a308a8a69d7033b36b038397e96b67e515109fa27
2,480017,227,500,622,P4_S0_R0622,4,5,0,0,E0xS0,block_ae32ab3187a6e1b38780,22,614d69508181b95996888cbdaddb09aed98513ec9143e321a2544b3f7e887a9d
2,480017,228,500,760,P4_S0_R0760,5,6,0,0,E0xS0,block_c66cb679a8f3fd0bed20,10,fb5bb2354921f36d1bb9099da94f5323651c7756ba06fd56f1ce3044bf83b0d4
2,480017,229,500,944,P4_S0_R0944,6,7,0,0,E0xS0,block_4769f079f941359d9297,44,723891153f0951507f708c8a206183b3eb6a7936c4d84004b08a9b7960601c05
2,480017,230,500,23,P4_S0_R0023,0,1,0,0,E0xS0,block_0b73d820a92300e7ac13,23,a90c4b2b8eef1624a389c9fcfa8cfc5eda2374bc00e1ac7fdacf1d70982e81df
2,480017,231,500,197,P4_S0_R0197,1,2,0,0,E0xS0,block_e469b8dc99b1488b0224,47,29990101bfed3e2040fbd72021a97c8aab9daab759318e2ced7d6bde96663c70
2,480017,232,500,1359,P4_S1_R0309,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,9,d2a2dfc4070f008b67faa74062f7a4982481f86f928a5ef31055ac8f19b0bffd
2,480017,233,500,1502,P4_S1_R0452,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,2,14f8b3affa7b5a48e334e42a0396f73490659ce9a6583123daa2ad9d94d30a8a
2,480017,234,500,1683,P4_S1_R0633,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,33,41650c717772a200aae3ceaa1eccbb85223677211811c0b3a0415ac0715456ab
2,480017,235,500,1839,P4_S1_R0789,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,39,ea28245d17f454e81d45da6647f315ce6685734b40d60cb5921ca563a6a45c5a
2,480017,236,500,1990,P4_S1_R0940,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,40,8802d918874e3f97017cf88f3e0f9740341b9ab54c48362b163230276fa77821
2,480017,237,500,1087,P4_S1_R0037,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,37,9b75d1f372ed9e53f14ce6c4641ac4517dd865e2b363f1a81b2afc10ce0e736a
2,480017,238,500,1208,P4_S1_R0158,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,8,78094538765a98666e00986ce6ebc2d0a62d0da1bd9a7e607f207167611e0a07
2,480017,239,500,2457,P4_S2_R0357,2,3,1,2,E1xS2,block_d9a2aa445ea217ac43a8,7,93a529387ddcaa4143b41e0665cdc7a3be5d586aaf08168f23693a027d67aa6e
2,480017,240,500,2625,P4_S2_R0525,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,25,1e969c270c7bde70979e0b62c9cf14c08378a01d049f52b17452ba7154ab30e3
2,480017,241,500,2765,P4_S2_R0665,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,15,06fdc04b6369b836cfa3b88ae2f37ffe853333666ea2d68aef0dd7c80684f3d5
2,480017,242,500,2946,P4_S2_R0846,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,46,c0578db40c448ed97c59710701a0a7a317a844f6a977019610dde6a6cf487a2e
2,480017,243,500,3082,P4_S2_R0982,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,32,1bf0436e9498c946c75240a999e3afa809aa9042b40f171561fb7deb7bd1a951
2,480017,244,500,2171,P4_S2_R0071,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,21,bb445aa4a1037a71eacc2342084b06819d57c1bddadc3befb8fb87a27e774a60
2,480017,245,500,2344,P4_S2_R0244,1,2,1,2,E1xS2,block_92a382111db9fde48de1,44,d6407326d5b15849c7bf7849d2a4aa4f7a7809ccd42ef76cd786b291ac6e943b
2,480017,246,500,1441,P4_S1_R0391,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,41,7eecdae7ff1742254089278d170f49b2e40cfa8ba9f831529de763b98a3770e3
2,480017,247,500,1559,P4_S1_R0509,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,9,77dd54003ad5aa5a7ee0e796633380feae2c14c95f49e0e98bd9b10465b8298f
2,480017,248,500,1741,P4_S1_R0691,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,41,341af6d201ce4a5cb5bc49f46e8ee2b0ade2e1c3cfd796ba22e91dbad6c2ada7
2,480017,249,500,1896,P4_S1_R0846,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,46,624646d6c57dc7ad53a4fb5de0e2a9e21174b1f744a1e0c21420846fa4dc7cd5
2,480017,250,500,2022,P4_S1_R0972,6,7,1,1,E1xS1,block_2b532eea571966268273,22,a0fea45eaf699649612592c94290b5e0ecc4494db87d2ac1c229b9653c27da97
2,480017,251,500,1101,P4_S1_R0051,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,1,108959d431ba0d1c2e4b6d89733800d91ba06aa674842d65b0dc389a076948d0
2,480017,252,500,1273,P4_S1_R0223,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,23,1e29c0247545af71a68fcc33a130c39b963a3197a29c21ff344079b93cb29483
2,480017,253,500,2523,P4_S2_R0423,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,23,b5ae39a8124147c3d672362317679a554eea7738d02ea428207db858dcb84f81
2,480017,254,500,2653,P4_S2_R0553,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,3,a8b36c0d24a27b1eba6a0b3580b464044f5f71b84e7145ab733e68c63ebb8ce7
2,480017,255,500,2826,P4_S2_R0726,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,26,88cd078c99503bc65b073abcd262c60fb82e23e203a72dcc2401a7fa279549b6
2,480017,256,500,2966,P4_S2_R0866,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,16,2ab061941996d55503e4bf016f94c728768b3ffd823b3822222d24b9a856c521
