record_type,rule_id,path_classification,path_or_pattern,action,purpose,sha256,notes
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,0b543a1d9149c6c19d9217d41e4a2bcc491aaa281e9dc1cbd7cd4ecbf29dd1ac,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,d4e0e0795285139742d6e9335753b5bfae60dc9ca7e21cf43680363097d4585d,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,1b926df99302dde894e2aaaa0e9a0ff8a4da852eaac1d712e29a9a0541a55df3,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,6965865b23709e6db688d598b444d6df59e766a273be3f02fc8b55cfd7974a3a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,705c61c3f285c050e5e4cd54d90106d0a4985634285eae11c2613933b211edc9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,d87a27317ae2ec0b1e692e3d7be696659c964998f9ee9a871a704426fa5cb6c6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,fe429436689afbe6a9eb4e14b1e4811c90ea3fdcf551f56704c23e8765969e80,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,374299fc6298d6026c52fbb9272fd84fc9124955d7ed577c0935672b1ffb990e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,9a2c73c484b9120a1c1a514c93bd87adca6ceceddf7ab5adfc134e435a1b944a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,2f134e79bf6ca725593407d3300ac8eb9115f7b4b2222ab3e625fcebbe677dd9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,8f5055889e86537bb2b0462c3dd95f4893c668deedf3838ca4eec1a2136b0dc9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,6e07726c16105c52f2f7cd1334de9c5424a264c2eecba930ae5c4c442d19d2b2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,bc2ecc94ced875abed0ad88249ff3c859e16c681370707a2f7249b376f29eb61,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,51d6065f2395190fa05aaccc4b832a58f0018c8b0316a83c0438b986593a5344,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,c3e05fb00adc2519590b7564e4fa4f209a04d3b780bcd33e3b7659ef2eb92cd2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,09b8aa6ada45227d966ec939fa56fbb7132b32d4b926fb3248de56806e723a72,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,9d545349f69e088557101a938522ce8b20cea93f924a495144a4ac9427d9a02a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,f04d6936c939a6e6400a4f8b95b9301e6407937612bf6ed8ce7cf1649cb8e574,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,1e43adb10a076b1bab70255a4e3c8bbf9de13947fee3022be480bf211e3c2452,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,e6d111dfd3176d2140a0e57c67e371d20f05443687b6a4f1bdc5fa09934eb22b,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,a69230c715687898df9de4b55c6845ec17488ae0567368356a11179581588ff0,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,97d35b7635d9c64204bc3a50665a884b3113c8db4de6a436a975f60296627815,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,7eaa3306610fe23c5746a2cb626b6b1dc1b023f558c226ce4fc3dbcb544e4971,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,cf2402c5a5b2e3841126c38cae07511e955ed1cc56503f84748bf0082706369a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,679d09fee4e401de94057bdc2f98e6689ac283a04b8c44f3a62dbcc15f60f3d0,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,a58b6c3d011832989e33b914c23e0cc80def6996ef04ac0092d07623b9ada1c8,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,e9a962c440ed6fb428f14510664e4b7af53e0ac8e8787b32f6d635ce6d0fd075,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,99dd905f6e95ff6d78c4dd723d9ebe9acbc719483bed1ad0d69a28022f275b41,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/per_run_metrics.csv,OPENED,post-freeze published source metric replay target,1fcbedafb9813f96f13e47929b029e1e40d8d8f36815af5391ee271d4d63d35d,scientific input or lineage evidence
access,D01,P4_OR_TARGET_SCIENTIFIC_EVIDENCE,archive::outputs/strict_dg/strict_dg_final_results/FINAL_P4_RESULTS.csv,REJECTED_BEFORE_OPEN,required P4 access rejection test,,path token p4
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S1/inner_selection_mean_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,f851f1dcc467289d66ea1e9accdd1e450c0dc74e4059a8822131f2613347e3e6,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S1/inner_selection_scale_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,3dde00b94ba38bdb7e83cbcccd3d6ae541527e37e123b04c2ce9bd8b2f3974dd,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S1/outer_refit_mean_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,3e4bae0ed10e9722abd265dce7122d5a4c651e38428f1cb3eb9baedb0d649a0e,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S1/outer_refit_scale_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,85bcb518273454444059d112f4b20d81d4f47410017f5ff8524355c37553e82d,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S2/inner_selection_mean_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,cf10c307701ac669d96e5344af13785f926d236662808874e6c848dea469fb31,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S2/inner_selection_scale_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,7f96924aa7985bea694c8ecfece4449992566c64b088fc2a79ab9ca48232fda8,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S2/outer_refit_mean_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,c274c8aa58865f2647c82fa0e27346ce3fa27461729a39e8c66c0ba3080cab05,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S2/outer_refit_scale_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,3581d4524005cd2eb455ff3f16ce6731eac318e74ea2f3460c44b6f8714bfa02,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S3/inner_selection_mean_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,bfb362d7ad89a49c8cc0e70dcb5ac1545bcad579dfa4d116a522f76bc37d2fd8,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S3/inner_selection_scale_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,c9859d46185d72a65eae998daad7b22bdb7fdff16d4edd6740f8aa5862d2506b,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S3/outer_refit_mean_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,726d2fcbe6a94c87bb233e2bc498c766b463c7defd37a9c88621d0a743b2d54c,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::outputs/strict_dg/source_selection/preprocessing_state/S3/outer_refit_scale_float64.npy,HASHED_NOT_PARSED,released source preprocessing-state identity,90e475df2ec448a229be5dff477a1b2cd96266aebe5f16b1c1b26ddc1e9cfbf9,integrity or lineage identity only
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY,archive::src/crfid/strict_runtime/neutral_metrics.py,HASHED_NOT_PARSED,metric implementation lineage,ccb26eecc31993c3f339f174411902539b4599b34fdc018732a63b3c9e2d6471,integrity or lineage identity only
